,Winner,RedFighter,BlueFighter,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,HeightDif,ReachDif,AgeDif,Finish,HeightAdvantage,ReachAdvantage,AgeAdvantage
1375,Red,Sodiq Yusuff,Alex Caceres,177.8,185.42,145,175.26,180.34,145,28,33,2.54,5.08,5,U-DEC,0.0,0.0,0.0
1376,Red,Khalil Rountree Jr.,Karl Roberson,185.42,187.96,205,185.42,193.04,205,32,31,0.0,-5.08,-1,KO/TKO,,1.0,1.0
1377,Red,Drew Dober,Terrance McKinney,177.8,185.42,155,172.72,177.8,155,33,27,5.08,7.62,-6,KO/TKO,0.0,0.0,1.0
1378,Red,Alex Pereira,Bruno Silva,182.88,187.96,185,193.04,200.66,205,34,32,-10.16,-12.7,-2,U-DEC,1.0,1.0,1.0
1379,Red,Matthew Semelsberger,AJ Fletcher,177.8,170.18,170,185.42,190.5,170,29,25,-7.62,-20.32,-4,U-DEC,1.0,1.0,1.0
1380,Red,JJ Aldrich,Gillian Robertson,165.1,160.02,115,165.1,170.18,125,29,26,0.0,-10.16,-3,U-DEC,,1.0,1.0
1382,Red,Damon Jackson,Kamuela Kirk,177.8,190.5,155,180.34,180.34,145,33,27,-2.54,10.16,-6,SUB,1.0,0.0,1.0
1387,Red,Colby Covington,Jorge Masvidal,180.34,187.96,170,180.34,182.88,170,34,37,0.0,5.08,3,U-DEC,,0.0,0.0
1388,Red,Rafael Dos Anjos,Renato Moicano,180.34,182.88,155,172.72,177.8,170,37,32,7.62,5.08,-5,U-DEC,0.0,0.0,1.0
1390,Red,Kevin Holland,Alex Oliveira,180.34,193.04,170,190.5,205.74,185,29,34,-10.16,-12.7,5,KO/TKO,1.0,1.0,0.0
1391,Red,Serghei Spivac,Greg Hardy,195.58,203.2,265,190.5,198.12,260,27,33,5.08,5.08,6,KO/TKO,0.0,0.0,0.0
1392,Red,Jalin Turner,Jamie Mullarkey,182.88,187.96,155,190.5,195.58,155,26,27,-7.62,-7.62,1,KO/TKO,1.0,1.0,0.0
1393,Red,Marina Rodriguez,Yan Xiaonan,165.1,160.02,115,167.64,165.1,115,34,32,-2.54,-5.08,-2,S-DEC,1.0,1.0,1.0
1394,Red,Nicolae Negumereanu,Kennedy Nzechukwu,195.58,210.82,205,182.88,198.12,205,27,29,12.7,12.7,2,S-DEC,0.0,0.0,0.0
1395,Red,Maryna Moroz,Mariya Agapova,167.64,172.72,125,170.18,170.18,125,30,24,-2.54,2.54,-6,SUB,1.0,0.0,1.0
1397,Red,Tim Elliott,Tagir Ulanbekov,170.18,177.8,125,170.18,167.64,125,35,30,0.0,10.16,-5,U-DEC,,0.0,1.0
1399,Red,Dustin Jacoby,Michal Oleksiejczuk,182.88,187.96,185,190.5,193.04,205,33,27,-7.62,-5.08,-6,U-DEC,1.0,1.0,1.0
1400,Red,Islam Makhachev,Bobby Green,177.8,180.34,155,177.8,177.8,155,30,35,0.0,2.54,5,KO/TKO,,0.0,0.0
1403,Red,Arman Tsarukyan,Joel Alvarez,190.5,195.58,155,170.18,182.88,155,25,28,20.32,12.7,3,KO/TKO,0.0,0.0,0.0
1404,Red,Armen Petrosyan,Gregory Rodrigues,190.5,190.5,185,190.5,180.34,185,31,30,0.0,10.16,-1,S-DEC,,0.0,1.0
1406,Red,Josiane Nunes,Ramona Pascual,170.18,167.64,135,157.48,170.18,135,28,33,12.7,-2.54,5,U-DEC,0.0,1.0,0.0
1407,Red,Terrance McKinney,Fares Ziam,185.42,190.5,155,177.8,185.42,155,27,24,7.62,5.08,-3,SUB,0.0,0.0,1.0
1409,Red,Ramiz Brahimaj,Micheal Gillmore,180.34,182.88,170,177.8,182.88,170,29,34,2.54,0.0,5,SUB,0.0,,0.0
1412,Red,Kyle Daukaus,Jamie Pickett,187.96,203.2,185,190.5,193.04,185,28,33,-2.54,10.16,5,SUB,1.0,0.0,0.0
1413,Red,Parker Porter,Alan Baudot,190.5,200.66,243,182.88,190.5,265,36,34,7.62,10.16,-2,U-DEC,0.0,0.0,1.0
1414,Red,Jim Miller,Nikolas Motta,175.26,177.8,155,172.72,180.34,155,38,29,2.54,-2.54,-9,KO/TKO,0.0,1.0,1.0
1415,Red,Joaquin Buckley,Abdul Razak Alhassan,177.8,185.42,185,177.8,193.04,170,27,36,0.0,-7.62,9,S-DEC,,1.0,0.0
1418,Red,Chas Skelly,Mark Striegl,172.72,177.8,145,180.34,182.88,145,36,33,-7.62,-5.08,-3,KO/TKO,1.0,1.0,1.0
1420,Red,Chad Anheliger,Jesse Strader,170.18,177.8,135,167.64,162.56,135,35,30,2.54,15.24,-5,KO/TKO,0.0,0.0,1.0
1421,Red,Jonathan Pearce,Christian Rodriguez,170.18,180.34,145,182.88,180.34,145,29,24,-12.7,0.0,-5,U-DEC,1.0,,1.0
1422,Red,Mario Bautista,Jay Perrin,170.18,170.18,135,175.26,175.26,135,28,28,-5.08,-5.08,0,U-DEC,1.0,1.0,
1423,Red,Israel Adesanya,Robert Whittaker,182.88,185.42,185,193.04,203.2,185,32,31,-10.16,-17.78,-1,U-DEC,1.0,1.0,1.0
1425,Red,Jared Cannonier,Derek Brunson,185.42,195.58,185,180.34,195.58,185,37,38,5.08,0.0,1,KO/TKO,0.0,,0.0
1427,Red,Bobby Green,Nasrat Haqparast,177.8,182.88,155,177.8,180.34,155,35,26,0.0,2.54,-9,U-DEC,,0.0,1.0
1428,Red,Andrei Arlovski,Jared Vanderaa,193.04,203.2,265,190.5,195.58,240,43,29,2.54,7.62,-14,S-DEC,0.0,0.0,1.0
1430,Red,Kyler Phillips,Marcelo Rojo,172.72,180.34,145,172.72,182.88,135,26,33,0.0,-2.54,7,SUB,,1.0,0.0
1431,Red,Carlos Ulberg,Fabio Cherant,185.42,187.96,205,193.04,195.58,205,31,27,-7.62,-7.62,-4,U-DEC,1.0,1.0,1.0
1434,Red,Douglas Silva de Andrade,Sergey Morozov,167.64,170.18,135,170.18,172.72,135,36,32,-2.54,-2.54,-4,SUB,1.0,1.0,1.0
1435,Red,Jeremiah Wells,Blood Diamond,180.34,193.04,170,175.26,187.96,170,35,33,5.08,5.08,-2,SUB,0.0,0.0,1.0
1439,Red,Shavkat Rakhmonov,Carlston Harris,182.88,193.04,170,185.42,195.58,170,27,34,-2.54,-2.54,7,KO/TKO,1.0,1.0,0.0
1442,Red,Julian Erosa,Steven Peterson,177.8,177.8,145,185.42,187.96,145,32,31,-7.62,-10.16,-1,S-DEC,1.0,1.0,1.0
1444,Red,Hakeem Dawodu,Michael Trizano,180.34,180.34,145,172.72,185.42,145,30,30,7.62,-5.08,0,U-DEC,0.0,1.0,
1445,Red,Chidi Njokuani,Marc-Andre Barriault,185.42,187.96,185,190.5,203.2,170,33,31,-5.08,-15.24,-2,KO/TKO,1.0,1.0,1.0
1446,Red,Alexis Davis,Julija Stoliarenko,170.18,167.64,125,167.64,172.72,135,37,28,2.54,-5.08,-9,U-DEC,0.0,1.0,1.0
1447,Red,Jailton Almeida,Danilo Marques,198.12,195.58,205,190.5,200.66,205,30,36,7.62,-5.08,6,KO/TKO,0.0,1.0,0.0
1449,Red,Malcolm Gordon,Denys Bondar,167.64,175.26,125,170.18,180.34,125,31,29,-2.54,-5.08,-2,KO/TKO,1.0,1.0,1.0
1450,Red,Francis Ngannou,Ciryl Gane,193.04,205.74,245,193.04,210.82,250,35,31,0.0,-5.08,-4,U-DEC,,1.0,1.0
1452,Red,Michel Pereira,Andre Fialho,182.88,187.96,170,185.42,185.42,170,28,27,-2.54,2.54,-1,U-DEC,1.0,0.0,1.0
1454,Red,Michael Morales,Trevin Giles,182.88,187.96,170,182.88,200.66,170,22,29,0.0,-12.7,7,KO/TKO,,1.0,0.0
1456,Red,Jack Della Maddalena,Pete Rodriguez,175.26,180.34,155,180.34,185.42,170,25,25,-5.08,-5.08,0,KO/TKO,1.0,1.0,
1457,Red,Tony Gravely,Saimon Oliveira,162.56,182.88,135,165.1,175.26,135,30,30,-2.54,7.62,0,U-DEC,1.0,0.0,
1458,Red,Matt Frevola,Genaro Valdez,175.26,182.88,155,175.26,180.34,155,31,30,0.0,2.54,-1,KO/TKO,,0.0,1.0
1461,Red,Calvin Kattar,Giga Chikadze,182.88,187.96,145,180.34,182.88,145,33,33,2.54,5.08,0,U-DEC,0.0,0.0,
1462,Red,Jake Collier,Chase Sherman,193.04,198.12,250,190.5,198.12,230,33,32,2.54,0.0,-1,SUB,0.0,,1.0
1463,Red,Brandon Royval,Rogerio Bontorin,165.1,170.18,125,175.26,172.72,125,29,29,-10.16,-2.54,0,S-DEC,1.0,1.0,
1464,Red,Katlyn Chookagian,Jennifer Maia,162.56,162.56,125,175.26,172.72,125,33,33,-12.7,-10.16,0,U-DEC,1.0,1.0,
1466,Red,Bill Algeo,Joanderson Brito,172.72,182.88,145,182.88,185.42,145,32,26,-10.16,-2.54,-6,U-DEC,1.0,1.0,1.0
1467,Red,Jamie Pickett,Joseph Holmes,193.04,203.2,185,187.96,203.2,185,33,26,5.08,0.0,-7,U-DEC,0.0,,1.0
1468,Red,Court McGee,Ramiz Brahimaj,177.8,182.88,170,180.34,190.5,170,37,29,-2.54,-7.62,-8,U-DEC,1.0,1.0,1.0
1469,Red,Brian Kelleher,Kevin Croom,180.34,185.42,135,167.64,167.64,135,35,34,12.7,17.78,-1,U-DEC,0.0,0.0,1.0
1470,Red,TJ Brown,Charles Rosa,175.26,175.26,145,175.26,182.88,145,31,35,0.0,-7.62,4,U-DEC,,1.0,0.0
1471,Red,Derrick Lewis,Chris Daukaus,190.5,193.04,205,190.5,200.66,260,36,32,0.0,-7.62,-4,KO/TKO,,1.0,1.0
1473,Red,Amanda Lemos,Angela Hill,160.02,162.56,115,162.56,165.1,115,34,36,-2.54,-2.54,2,S-DEC,1.0,1.0,0.0
1476,Red,Cub Swanson,Darren Elkins,177.8,180.34,145,172.72,177.8,145,38,37,5.08,2.54,-1,KO/TKO,0.0,0.0,1.0
1478,Red,Justin Tafa,Harry Hunsucker,187.96,190.5,205,182.88,187.96,264,28,32,5.08,2.54,4,KO/TKO,0.0,0.0,0.0
1480,Red,Charles Jourdain,Andre Ewell,172.72,190.5,145,175.26,175.26,145,26,33,-2.54,15.24,7,U-DEC,1.0,0.0,0.0
1481,Red,Raquel Pennington,Macy Chiasson,180.34,182.88,135,170.18,170.18,135,33,30,10.16,12.7,-3,SUB,0.0,0.0,1.0
1482,Red,Don'Tale Mayes,Josh Parisian,193.04,200.66,265,198.12,205.74,260,29,32,-5.08,-5.08,3,KO/TKO,1.0,1.0,0.0
1483,Red,Jordan Leavitt,Matt Sayles,170.18,172.72,155,175.26,180.34,155,26,27,-5.08,-7.62,1,SUB,1.0,1.0,0.0
1484,Red,Charles Oliveira,Dustin Poirier,175.26,182.88,155,177.8,187.96,155,32,32,-2.54,-5.08,0,SUB,1.0,1.0,
1486,Red,Geoff Neal,Santiago Ponzinibbio,182.88,185.42,170,180.34,190.5,170,31,35,2.54,-5.08,4,S-DEC,0.0,1.0,0.0
1487,Red,Kai Kara-France,Cody Garbrandt,172.72,165.1,135,162.56,175.26,125,28,30,10.16,-10.16,2,KO/TKO,0.0,1.0,0.0
1489,Red,Josh Emmett,Dan Ige,170.18,180.34,145,167.64,177.8,145,36,30,2.54,2.54,-6,U-DEC,0.0,0.0,1.0
1493,Red,Andre Muniz,Eryk Anders,185.42,190.5,185,185.42,198.12,185,31,34,0.0,-7.62,3,SUB,,1.0,0.0
1495,Red,Ryan Hall,Darrick Minner,170.18,175.26,145,177.8,177.8,145,36,31,-7.62,-2.54,-5,U-DEC,1.0,1.0,1.0
1497,Red,Gillian Robertson,Priscila Cachoeira,170.18,165.1,125,165.1,160.02,115,26,33,5.08,5.08,7,SUB,0.0,0.0,0.0
1501,Red,Clay Guida,Leonardo Santos,182.88,190.5,155,170.18,177.8,155,39,41,12.7,12.7,2,SUB,0.0,0.0,0.0
1503,Red,Alex Morono,Mickey Gall,187.96,187.96,170,180.34,182.88,170,31,29,7.62,5.08,-2,U-DEC,0.0,0.0,1.0
1505,Red,Manel Kape,Zhalgas Zhumagulov,162.56,167.64,125,165.1,172.72,125,28,33,-2.54,-5.08,5,KO/TKO,1.0,1.0,0.0
1506,Red,Bryan Barberena,Darian Weeks,180.34,182.88,170,182.88,182.88,185,32,28,-2.54,0.0,-4,U-DEC,1.0,,1.0
1507,Red,Cheyanne Vlismas,Mallory Martin,162.56,160.02,115,160.02,160.02,115,26,27,2.54,0.0,1,U-DEC,0.0,,0.0
1509,Red,Claudio Puelles,Chris Gruetzemacher,172.72,172.72,155,177.8,182.88,155,25,35,-5.08,-10.16,10,SUB,1.0,1.0,0.0
1511,Red,Ketlen Vieira,Miesha Tate,167.64,165.1,135,172.72,172.72,135,30,35,-5.08,-7.62,5,U-DEC,1.0,1.0,0.0
1514,Red,Rani Yahya,Kyung Ho Kang,175.26,185.42,135,167.64,170.18,135,37,34,7.62,15.24,-3,U-DEC,0.0,0.0,1.0
1516,Red,Pat Sabatini,Tucker Lutz,172.72,182.88,145,172.72,177.8,145,31,27,0.0,5.08,-4,U-DEC,,0.0,1.0
1517,Red,Rafa Garcia,Natan Levy,175.26,180.34,155,170.18,177.8,155,27,30,5.08,2.54,3,U-DEC,0.0,0.0,0.0
1519,Red,Cody Durden,Aoriqileng,170.18,175.26,135,170.18,170.18,125,30,28,0.0,5.08,-2,U-DEC,,0.0,1.0
1520,Red,Shayilan Nuerdanbieke,Sean Soriano,175.26,177.8,145,172.72,175.26,145,27,32,2.54,2.54,5,U-DEC,0.0,0.0,0.0
1521,Red,Luana Pinheiro,Sam Hughes,165.1,162.56,115,157.48,157.48,115,29,29,7.62,5.08,0,U-DEC,0.0,0.0,
1522,Red,Max Holloway,Yair Rodriguez,180.34,180.34,145,180.34,175.26,145,29,29,0.0,5.08,0,U-DEC,,0.0,
1524,Red,Felicia Spencer,Leah Letson,170.18,180.34,145,167.64,172.72,145,30,29,2.54,7.62,-1,KO/TKO,0.0,0.0,1.0
1526,Red,Song Yadong,Julio Arce,170.18,177.8,145,172.72,170.18,135,23,32,-2.54,7.62,9,KO/TKO,1.0,0.0,0.0
1529,Red,Sean Woodson,Collin Anglin,175.26,180.34,145,187.96,198.12,145,29,28,-12.7,-17.78,-1,KO/TKO,1.0,1.0,1.0
1530,Red,Cortney Casey,Liana Jojua,162.56,157.48,125,170.18,170.18,125,34,26,-7.62,-12.7,-8,U-DEC,1.0,1.0,1.0
1533,Red,Kamaru Usman,Colby Covington,180.34,182.88,170,182.88,193.04,170,34,33,-2.54,-10.16,-1,U-DEC,1.0,1.0,1.0
1534,Red,Rose Namajunas,Zhang Weili,162.56,160.02,115,165.1,165.1,125,29,32,-2.54,-5.08,3,S-DEC,1.0,1.0,0.0
1536,Red,Shane Burgos,Billy Quarantillo,177.8,177.8,145,180.34,190.5,145,30,32,-2.54,-12.7,2,U-DEC,1.0,1.0,0.0
1537,Red,Justin Gaethje,Michael Chandler,172.72,180.34,155,180.34,177.8,155,32,35,-7.62,2.54,3,U-DEC,1.0,0.0,0.0
1538,Red,Alex Pereira,Andreas Michailidis,182.88,193.04,170,193.04,200.66,205,34,33,-10.16,-7.62,-1,KO/TKO,1.0,1.0,1.0
1542,Red,Ian Garry,Jordan Williams,185.42,190.5,185,190.5,187.96,170,23,31,-5.08,2.54,8,KO/TKO,1.0,0.0,0.0
1544,Red,Dustin Jacoby,John Allan,185.42,190.5,205,190.5,193.04,205,33,28,-5.08,-2.54,-5,U-DEC,1.0,1.0,1.0
1545,Red,Melsik Baghdasaryan,Bruno Souza,177.8,177.8,145,175.26,177.8,145,29,25,2.54,0.0,-4,U-DEC,0.0,,1.0
1548,Red,Petr Yan,Cory Sandhagen,180.34,177.8,135,170.18,170.18,135,28,29,10.16,7.62,1,U-DEC,0.0,0.0,0.0
1549,Red,Islam Makhachev,Dan Hooker,182.88,190.5,155,177.8,177.8,155,30,31,5.08,12.7,1,SUB,0.0,0.0,0.0
1550,Red,Alexander Volkov,Marcin Tybura,190.5,198.12,249,200.66,203.2,250,33,35,-10.16,-5.08,2,U-DEC,1.0,1.0,0.0
1552,Red,Magomed Ankalaev,Volkan Oezdemir,187.96,190.5,205,190.5,190.5,205,29,32,-2.54,0.0,3,U-DEC,1.0,,0.0
1553,Red,Amanda Ribas,Virna Jandiroba,160.02,162.56,115,160.02,167.64,125,28,33,0.0,-5.08,5,U-DEC,,1.0,0.0
1555,Red,Albert Duraev,Roman Kopylov,182.88,190.5,185,180.34,190.5,185,32,30,2.54,0.0,-2,U-DEC,0.0,,1.0
1556,Red,Elizeu Zaleski dos Santos,Benoit Saint Denis,180.34,185.42,155,180.34,185.42,170,34,25,0.0,0.0,-9,U-DEC,,,1.0
1560,Red,Tagir Ulanbekov,Allan Nascimento,172.72,175.26,125,170.18,177.8,125,30,30,2.54,-2.54,0,S-DEC,0.0,1.0,
1562,Red,Jessica-Rose Clark,Joselyne Edwards,172.72,177.8,135,165.1,162.56,135,33,26,7.62,15.24,-7,U-DEC,0.0,0.0,1.0
1563,Red,Alex Caceres,SeungWoo Choi,182.88,187.96,145,177.8,185.42,145,33,28,5.08,2.54,-5,SUB,0.0,0.0,1.0
1564,Red,Francisco Trinaldo,Dwight Grant,185.42,193.04,185,175.26,177.8,170,43,37,10.16,15.24,-6,S-DEC,0.0,0.0,1.0
1565,Red,Nicolae Negumereanu,Ike Villanueva,185.42,185.42,205,182.88,198.12,205,27,37,2.54,-12.7,10,KO/TKO,0.0,1.0,0.0
1567,Red,Mason Jones,David Onama,180.34,187.96,145,177.8,187.96,155,26,27,2.54,0.0,1,U-DEC,0.0,,0.0
1568,Red,Tabatha Ricci,Maria Oliveira,167.64,175.26,115,154.94,154.94,115,26,24,12.7,20.32,-2,U-DEC,0.0,0.0,1.0
1569,Red,Jamie Pickett,Laureano Staropoli,185.42,180.34,185,187.96,203.2,185,33,28,-2.54,-22.86,-5,U-DEC,1.0,1.0,1.0
1571,Red,Jeff Molina,Daniel Lacerda,167.64,177.8,125,167.64,175.26,125,24,25,0.0,2.54,1,KO/TKO,,0.0,0.0
1573,Red,Jonathan Martinez,Zviad Lazishvili,167.64,175.26,135,172.72,177.8,135,27,29,-5.08,-2.54,2,U-DEC,1.0,1.0,0.0
1575,Red,Andrei Arlovski,Carlos Felipe,182.88,190.5,245,190.5,195.58,240,42,26,-7.62,-5.08,-16,U-DEC,1.0,1.0,1.0
1576,Red,Jim Miller,Erick Gonzalez,180.34,190.5,155,172.72,180.34,155,38,29,7.62,10.16,-9,KO/TKO,0.0,0.0,1.0
1577,Red,Manon Fiorot,Mayra Bueno Silva,167.64,167.64,135,170.18,165.1,125,31,30,-2.54,2.54,-1,U-DEC,1.0,0.0,1.0
1578,Red,Nate Landwehr,Ludovit Klein,170.18,182.88,155,175.26,182.88,145,33,26,-5.08,0.0,-7,SUB,1.0,,1.0
1580,Red,Danny Roberts,Ramazan Emeev,177.8,193.04,170,185.42,187.96,170,34,34,-7.62,5.08,0,S-DEC,1.0,0.0,
1582,Red,Batgerel Danaa,Brandon Davis,177.8,182.88,135,170.18,177.8,135,32,31,7.62,5.08,-1,KO/TKO,0.0,0.0,1.0
1585,Red,Randy Brown,Jared Gooden,182.88,195.58,170,190.5,198.12,170,31,27,-7.62,-2.54,-4,U-DEC,1.0,1.0,1.0
1588,Red,Chris Gutierrez,Felipe Colares,172.72,175.26,145,175.26,170.18,135,30,27,-2.54,5.08,-3,S-DEC,1.0,0.0,1.0
1589,Red,Alexandr Romanov,Jared Vanderaa,193.04,203.2,265,187.96,190.5,262,30,29,5.08,12.7,-1,KO/TKO,0.0,0.0,1.0
1591,Red,Loopy Godinez,Silvana Gomez Juarez,160.02,165.1,115,157.48,154.94,115,28,36,2.54,10.16,8,SUB,0.0,0.0,0.0
1592,Red,Steve Garcia,Charlie Ontiveros,187.96,187.96,155,182.88,190.5,145,29,30,5.08,-2.54,1,KO/TKO,0.0,1.0,0.0
1593,Red,Thiago Santos,Johnny Walker,198.12,208.28,205,187.96,193.04,205,37,29,10.16,15.24,-8,U-DEC,0.0,0.0,1.0
1596,Red,Alexander Hernandez,Mike Breeden,177.8,177.8,155,175.26,182.88,155,29,32,2.54,-5.08,3,KO/TKO,0.0,1.0,0.0
1601,Red,Douglas Silva de Andrade,Gaetano Pirrello,170.18,165.1,135,170.18,172.72,145,36,29,0.0,-7.62,-7,KO/TKO,,1.0,1.0
1602,Red,Stephanie Egger,Shanna Young,170.18,165.1,135,167.64,172.72,135,33,30,2.54,-7.62,-3,KO/TKO,0.0,1.0,1.0
1603,Red,Alejandro Perez,Johnny Eduardo,170.18,180.34,135,167.64,165.1,145,32,43,2.54,15.24,11,SUB,0.0,0.0,0.0
1604,Red,Alexander Volkanovski,Brian Ortega,172.72,175.26,145,167.64,180.34,145,32,30,5.08,-5.08,-2,U-DEC,0.0,1.0,1.0
1605,Red,Valentina Shevchenko,Lauren Murphy,165.1,170.18,125,165.1,167.64,125,33,38,0.0,2.54,5,KO/TKO,,0.0,0.0
1607,Red,Curtis Blaydes,Jairzinho Rozenstruik,187.96,198.12,242,193.04,203.2,265,30,33,-5.08,-5.08,3,U-DEC,1.0,1.0,0.0
1608,Red,Jessica Andrade,Cynthia Calvillo,162.56,162.56,125,154.94,157.48,125,30,34,7.62,5.08,4,KO/TKO,0.0,0.0,0.0
1610,Red,Dan Hooker,Nasrat Haqparast,177.8,182.88,155,182.88,190.5,155,31,26,-5.08,-7.62,-5,U-DEC,1.0,1.0,1.0
1615,Red,Matthew Semelsberger,Martin Sano,180.34,190.5,170,185.42,190.5,170,28,30,-5.08,0.0,2,KO/TKO,1.0,,0.0
1616,Red,Jonathan Pearce,Omar Morales,180.34,185.42,145,182.88,180.34,145,29,35,-2.54,5.08,6,SUB,1.0,0.0,0.0
1617,Red,Anthony Smith,Ryan Spann,195.58,200.66,205,193.04,193.04,205,33,30,2.54,7.62,-3,SUB,0.0,0.0,1.0
1618,Red,Ion Cutelaba,Devin Clark,182.88,190.5,205,185.42,190.5,205,27,31,-2.54,0.0,4,U-DEC,1.0,,0.0
1619,Red,Ariane Lipski,Mandy Bohm,170.18,180.34,125,167.64,170.18,125,27,32,2.54,10.16,5,U-DEC,0.0,0.0,0.0
1620,Red,Arman Tsarukyan,Christos Giagos,177.8,180.34,155,170.18,182.88,155,24,31,7.62,-2.54,7,KO/TKO,0.0,1.0,0.0
1621,Red,Nate Maness,Tony Gravely,165.1,175.26,135,177.8,182.88,135,30,29,-12.7,-7.62,-1,KO/TKO,1.0,1.0,1.0
1622,Red,Joaquin Buckley,Antonio Arroyo,190.5,185.42,185,177.8,193.04,185,27,32,12.7,-7.62,5,KO/TKO,0.0,1.0,0.0
1625,Red,Rong Zhu,Brandon Jenkins,182.88,180.34,155,175.26,180.34,155,21,29,7.62,0.0,8,KO/TKO,0.0,,0.0
1626,Red,Montel Jackson,JP Buys,165.1,170.18,135,177.8,190.5,135,29,25,-12.7,-20.32,-4,U-DEC,1.0,1.0,1.0
1627,Red,Erin Blanchfield,Sarah Alpar,162.56,160.02,135,162.56,167.64,135,22,30,0.0,-7.62,8,U-DEC,,1.0,0.0
1630,Red,Derek Brunson,Darren Till,182.88,187.96,185,185.42,195.58,185,37,28,-2.54,-7.62,-9,SUB,1.0,1.0,1.0
1631,Red,Tom Aspinall,Serghei Spivac,190.5,198.12,260,195.58,198.12,256,28,26,-5.08,0.0,-2,KO/TKO,1.0,,1.0
1632,Red,Alex Morono,David Zawada,182.88,190.5,170,180.34,182.88,170,31,31,2.54,7.62,0,U-DEC,0.0,0.0,
1634,Red,Paddy Pimblett,Luigi Vendramini,172.72,185.42,155,177.8,185.42,155,26,25,-5.08,0.0,-1,KO/TKO,1.0,,1.0
1635,Red,Molly McCann,Ji Yeon Kim,170.18,182.88,125,162.56,157.48,125,31,31,7.62,25.4,0,U-DEC,0.0,0.0,
1636,Red,Jack Shore,Liudvik Sholinian,177.8,180.34,135,172.72,180.34,135,26,31,5.08,0.0,5,U-DEC,0.0,,0.0
1637,Red,Julian Erosa,Charles Jourdain,175.26,175.26,145,185.42,187.96,145,32,25,-10.16,-12.7,-7,SUB,1.0,1.0,1.0
1640,Red,Bryan Battle,Gilbert Urbina,190.5,190.5,185,185.42,195.58,185,26,25,5.08,-5.08,-1,SUB,0.0,1.0,1.0
1641,Red,Ricky Turcios,Brady Hiestand,172.72,180.34,135,175.26,180.34,135,28,22,-2.54,0.0,-6,S-DEC,1.0,,1.0
1643,Red,Andre Petroski,Micheal Gillmore,180.34,182.88,185,182.88,185.42,185,30,34,-2.54,-2.54,4,KO/TKO,1.0,1.0,0.0
1647,Red,Dustin Jacoby,Darren Stewart,182.88,187.96,205,190.5,193.04,205,33,30,-7.62,-5.08,-3,KO/TKO,1.0,1.0,1.0
1648,Red,JJ Aldrich,Vanessa Demopoulos,157.48,149.86,125,165.1,170.18,125,28,32,-7.62,-20.32,4,U-DEC,1.0,1.0,0.0
1650,Red,Mana Martinez,Guido Cannetti,167.64,172.72,135,177.8,177.8,135,25,41,-10.16,-5.08,16,S-DEC,1.0,1.0,0.0
1651,Red,Jared Cannonier,Kelvin Gastelum,175.26,180.34,185,180.34,195.58,185,37,29,-5.08,-15.24,-8,U-DEC,1.0,1.0,1.0
1653,Red,Parker Porter,Chase Sherman,193.04,198.12,250,182.88,190.5,265,36,31,10.16,7.62,-5,U-DEC,0.0,0.0,1.0
1655,Red,Vinc Pichel,Austin Hubbard,177.8,180.34,155,177.8,182.88,155,38,29,0.0,-2.54,-9,U-DEC,,1.0,1.0
1656,Red,Alexandre Pantoja,Brandon Royval,175.26,172.72,125,165.1,170.18,125,31,29,10.16,2.54,-2,SUB,0.0,0.0,1.0
1657,Red,Austin Lingo,Luis Saldana,180.34,185.42,145,177.8,177.8,145,27,30,2.54,7.62,3,U-DEC,0.0,0.0,0.0
1658,Red,Brian Kelleher,Domingo Pilarte,182.88,185.42,135,167.64,167.64,135,35,31,15.24,17.78,-4,U-DEC,0.0,0.0,1.0
1660,Red,William Knight,Fabio Cherant,185.42,187.96,205,177.8,185.42,205,33,26,7.62,2.54,-7,KO/TKO,0.0,0.0,1.0
1664,Red,Jose Aldo,Pedro Munhoz,167.64,165.1,135,170.18,177.8,135,34,34,-2.54,-12.7,0,U-DEC,1.0,1.0,
1666,Red,Tecia Torres,Angela Hill,160.02,162.56,115,154.94,152.4,115,31,36,5.08,10.16,5,U-DEC,0.0,0.0,0.0
1667,Red,Song Yadong,Casey Kenney,170.18,172.72,135,172.72,170.18,135,23,30,-2.54,2.54,7,S-DEC,1.0,0.0,0.0
1669,Red,Vince Morales,Drako Rodriguez,172.72,175.26,135,170.18,177.8,135,30,25,2.54,-2.54,-5,U-DEC,0.0,1.0,1.0
1670,Red,Alonzo Menifield,Ed Herman,185.42,195.58,205,182.88,193.04,205,33,40,2.54,2.54,7,U-DEC,0.0,0.0,0.0
1672,Red,Manel Kape,Ode Osbourne,170.18,185.42,125,165.1,172.72,125,27,29,5.08,12.7,2,KO/TKO,0.0,0.0,0.0
1673,Red,Miles Johns,Anderson Dos Santos,165.1,177.8,135,170.18,167.64,135,27,36,-5.08,10.16,9,KO/TKO,1.0,0.0,0.0
1675,Red,Johnny Munoz,Jamey Simmons,167.64,177.8,135,175.26,180.34,135,28,28,-7.62,-2.54,0,SUB,1.0,1.0,
1677,Red,Cheyanne Buys,Gloria de Paula,165.1,170.18,115,160.02,160.02,115,26,26,5.08,10.16,0,KO/TKO,0.0,0.0,
1681,Red,Chris Gruetzemacher,Rafa Garcia,170.18,177.8,155,172.72,172.72,155,35,26,-2.54,5.08,-9,U-DEC,1.0,0.0,1.0
